vuln_id,cve,scanner,component,severity,state,disposition,title,justification,url
345912248,CVE-2024-56433,Container Scanning,passwd,LOW,DISMISSED,Not applicable,CVE-2024-56433 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:passwd,"passwd: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912248
345912247,CVE-2026-56391,Container Scanning,coreutils,LOW,DISMISSED,Not applicable,CVE-2026-56391 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:coreutils,"coreutils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912247
345912245,CVE-2026-40228,Container Scanning,libsystemd0,LOW,DISMISSED,Not applicable,CVE-2026-40228 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsystemd0,"libsystemd0: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912245
345912241,CVE-2025-6141,Container Scanning,ncurses-bin,LOW,DISMISSED,Not applicable,CVE-2025-6141 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:ncurses-bin,"ncurses-bin: no interactive terminal in the serving container. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912241
345912236,CVE-2022-0563,Container Scanning,util-linux,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912236
345912233,CVE-2013-4392,Container Scanning,libsystemd0,LOW,DISMISSED,Not applicable,CVE-2013-4392 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsystemd0,"libsystemd0: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912233
345912228,CVE-2019-1010024,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2019-1010024 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912228
345912227,CVE-2026-40228,Container Scanning,libudev1,LOW,DISMISSED,Not applicable,CVE-2026-40228 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libudev1,"libudev1: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912227
345912218,CVE-2025-14104,Container Scanning,libblkid1,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912218
345912216,CVE-2026-53910,Container Scanning,diffutils,LOW,DISMISSED,Not applicable,CVE-2026-53910 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:diffutils,"diffutils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912216
345912215,CVE-2018-20796,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2018-20796 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912215
345912214,CVE-2011-3374,Container Scanning,apt,LOW,DISMISSED,Not applicable,CVE-2011-3374 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:apt,"apt: apt never runs at container runtime; these CVEs sit in code paths the app does not drive with untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912214
345912213,CVE-2025-6141,Container Scanning,libtinfo6,LOW,DISMISSED,Not applicable,CVE-2025-6141 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libtinfo6,"libtinfo6: no interactive terminal in the serving container. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912213
345912211,CVE-2011-4116,Container Scanning,perl-base,LOW,DISMISSED,Not applicable,CVE-2011-4116 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912211
345912208,CVE-2021-4214,Container Scanning,libpng16-16t64,LOW,DISMISSED,Acceptable risk,CVE-2021-4214 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libpng16-16t64,"libpng16-16t64: decodes images our own report pipeline produces; not exposed to arbitrary uploads. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912208
345912207,CVE-2019-1010022,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2019-1010022 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912207
345912205,CVE-2025-14104,Container Scanning,libmount1,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912205
345912197,CVE-2019-1010025,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2019-1010025 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912197
345912193,CVE-2022-0563,Container Scanning,libuuid1,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libuuid1,"libuuid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912193
345912192,CVE-2007-5686,Container Scanning,login.defs,LOW,DISMISSED,Not applicable,CVE-2007-5686 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login.defs,"login.defs: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912192
345912191,CVE-2025-5278,Container Scanning,coreutils,LOW,DISMISSED,Not applicable,CVE-2025-5278 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:coreutils,"coreutils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912191
345912186,CVE-2023-31438,Container Scanning,libudev1,LOW,DISMISSED,Not applicable,CVE-2023-31438 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libudev1,"libudev1: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912186
345912181,CVE-2005-2541,Container Scanning,tar,LOW,DISMISSED,Not applicable,CVE-2005-2541 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:tar,"tar: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912181
345912179,TEMP-0628843-DBAD28,Container Scanning,passwd,LOW,DISMISSED,Not applicable,TEMP-0628843-DBAD28 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:passwd,"passwd: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912179
345912178,CVE-2023-31439,Container Scanning,libsystemd0,LOW,DISMISSED,Not applicable,CVE-2023-31439 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsystemd0,"libsystemd0: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912178
345912177,CVE-2017-18018,Container Scanning,coreutils,LOW,DISMISSED,Not applicable,CVE-2017-18018 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:coreutils,"coreutils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912177
345912176,CVE-2022-0563,Container Scanning,login,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login,"login: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912176
345912175,CVE-2023-31437,Container Scanning,libudev1,LOW,DISMISSED,Not applicable,CVE-2023-31437 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libudev1,"libudev1: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912175
345912173,CVE-2022-0563,Container Scanning,bsdutils,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bsdutils,"bsdutils: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912173
345912172,CVE-2022-0563,Container Scanning,libmount1,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912172
345912167,CVE-2025-14104,Container Scanning,libuuid1,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libuuid1,"libuuid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912167
345912163,CVE-2018-20796,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2018-20796 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912163
345912162,CVE-2025-14104,Container Scanning,libsmartcols1,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912162
345912160,CVE-2025-14104,Container Scanning,mount,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912160
345912152,CVE-2024-56433,Container Scanning,login.defs,LOW,DISMISSED,Not applicable,CVE-2024-56433 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login.defs,"login.defs: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912152
345912151,CVE-2007-5686,Container Scanning,passwd,LOW,DISMISSED,Not applicable,CVE-2007-5686 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:passwd,"passwd: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912151
345912148,CVE-2019-1010022,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2019-1010022 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912148
345912145,CVE-2025-14104,Container Scanning,bsdutils,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bsdutils,"bsdutils: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912145
345912141,CVE-2022-0563,Container Scanning,libsmartcols1,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912141
345912139,CVE-2022-0563,Container Scanning,libblkid1,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912139
345912133,CVE-2019-9192,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2019-9192 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912133
345912128,CVE-2010-4756,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2010-4756 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912128
345912127,CVE-2025-14104,Container Scanning,liblastlog2-2,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912127
345912126,CVE-2019-1010024,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2019-1010024 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912126
345912118,TEMP-0517018-A83CE6,Container Scanning,sysvinit-utils,LOW,DISMISSED,Not applicable,TEMP-0517018-A83CE6 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:sysvinit-utils,"sysvinit-utils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912118
345912324,CVE-2026-53613,Container Scanning,liblastlog2-2,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53613 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912324
345912308,CVE-2026-53614,Container Scanning,mount,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53614 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912308
345912307,CVE-2026-53612,Container Scanning,libuuid1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libuuid1,"libuuid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912307
345912303,CVE-2026-7017,Container Scanning,perl-base,UNKNOWN,DISMISSED,Not applicable,CVE-2026-7017 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912303
345912302,CVE-2026-53612,Container Scanning,bsdutils,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bsdutils,"bsdutils: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912302
345912298,CVE-2026-53613,Container Scanning,util-linux,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53613 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912298
345912291,CVE-2026-53613,Container Scanning,bsdutils,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53613 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bsdutils,"bsdutils: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912291
345912285,CVE-2026-53612,Container Scanning,liblastlog2-2,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912285
345912278,CVE-2026-53614,Container Scanning,login,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53614 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login,"login: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912278
345912263,CVE-2026-53613,Container Scanning,mount,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53613 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912263
345912260,CVE-2026-53614,Container Scanning,libsmartcols1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53614 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912260
345912256,CVE-2026-53612,Container Scanning,libsmartcols1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912256
345912239,CVE-2026-53612,Container Scanning,libmount1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912239
345912231,CVE-2026-53614,Container Scanning,util-linux,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53614 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912231
345912223,CVE-2026-53614,Container Scanning,libblkid1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53614 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912223
345912217,CVE-2026-53612,Container Scanning,libblkid1,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912217
345912212,CVE-2026-53612,Container Scanning,mount,UNKNOWN,DISMISSED,Not applicable,CVE-2026-53612 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912212
